name	alternative-name	funding-programme	area	region	discipline	funded-2012-15	funding-2012-13	funding-2013-14	funding-2014-15	funding-total	grant-2015-16	grant-2016-17	grant-2107-18	grant-total	funding-source	cash-change-2014-15--2015-16	cash-change-2012-15--2015-18	real-change-2014-15--2015-16	real-change-2012-15--2015-18	notes	local-authority-name	website
Theatre Peckham	New Peckham Varieties /NPV Arts	NPO	London	London	Theatre	Yes	117245	117448.285878	117924.403423176	352617.689301176	142924	142924	142924	428772	GIA	0.21199680347003358	0.21596849224934792	0.19526311979293273	0.15779682887579422		Southwark	www.theatrepeckham.co.uk
Theatre Royal Plymouth	n/a	NPO	South West	South West	Theatre	Yes	1178578.8	1180618.582374	1185409.5275815465	3544606.9099555463	1185500	1185500	1185500	3556500	GIA	7.6321656228058808E-5	3.3552634598353515E-3	-1.3731438208847979E-2	-4.4645023725657491E-2		Plymouth	www.theatreroyal.com
Theatre-Rites Ltd	n/a	NPO	London	London	Theatre	Yes	239004	239417.57970899998	240389.0784489768	718810.6581579768	240389	240389	240389	721167	GIA	-3.2634168450447463E-7	3.2781119969221774E-3	-1.3807027950379178E-2	-4.4718487737926853E-2		Southwark	www.theatre-rites.co.uk
Third Angel	n/a	NPO	North	Yorkshire	Combined arts	No	0	0	0	0	12e4	12e4	12e4	36e4	LOT	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Sheffield	www.thirdangel.co.uk
Threshold Studios Limited	n/a	NPO	Midlands	East Midlands	Visual arts	Yes	8e4	80138.46456000001	80463.8087651328	240602.2733251328	80464	80464	80464	241392	GIA	2.3766569112221718E-6	3.282290993984215E-3	-1.3804362271290794E-2	-4.471449283209885E-2		Northampton	www.thresholdstudios.tv
Tiata Fahodzi Ltd	n/a	NPO	South East	East	Theatre	Yes	148032	148288.473333	146973.3256186104	443293.79895161034	146500	146500	146500	439500	LOT	-3.2204865516798423E-3	-8.5582044246562301E-3	-1.6982728354713959E-2	-5.6073218730333878E-2		Watford	www.tiatafahodzi.com
Tilted Productions	n/a	NPO	South East	East	Dance	Yes	19e4	186049.71	182070.832524	558120.5425239999	182e3	182e3	182e3	546e3	GIA	-3.8903828261817129E-4	-2.1716710997926998E-2	-1.4190373059781282E-2	-6.8831405022445002E-2		Ipswich	www.tilted.org.uk
Tin Arts Ltd	TIN Arts	NPO	North	North East	Dance	Yes	115e3	97920.9	81452.74086600001	294373.640866	81453	81453	81453	244359	GIA	3.1814030717386864E-6	-0.16990189990810636	-1.380356863602405E-2	-0.21152309460654356		County Durham	www.tinarts.co.uk
Tipp Centre	Theatre In Prisons And Probation	NPO	North	North West	Theatre	Yes	55e3	54933.6249	54833.9851509912	164767.61005099118	54e3	54e3	54e3	162e3	GIA	-1.5209274844692216E-2	-1.6797051617940421E-2	-2.8805990971096887E-2	-6.3890559758094101E-2		Manchester	www.tipp.org.uk
Tobacco Factory Arts Trust	Tobacco Factory Theatres	NPO	South West	South West	Theatre	Yes	6e4	60103.848419999995	60347.856573849596	180451.7049938496	60348	60348	60348	181044	GIA	2.3766569112221718E-6	3.282290993984215E-3	-1.3804362271290732E-2	-4.4714492832098773E-2		Bristol, City of	www.tobaccofactorytheatres.com
Told by an Idiot Ltd	n/a	NPO	London	London	Theatre	Yes	167245	167534.826228	168214.283901384	502994.110129384	168214	168214	168214	504642	LOT	-1.6877364836594036E-6	3.2761613653729317E-3	-1.3808370548800237E-2	-4.4720342387674535E-2		Westminster	www.toldbyanidiot.org
Tomorrow's Warriors Ltd	n/a	NPO	London	London	Music	Yes	161778	167308.628949	178743.7276265088	507830.35657550883	208744	208744	208744	626232	GIA	0.16783958112464684	0.2331519608692123	0.15171556323929661	0.1749297461390906		Harrow	www.tomorrowswarriors.org
Towner Art Gallery & Museum	Eastbourne Borough Council	NPO	South East	South East	Visual arts	Yes	375e3	367203.375	359350.32735	1101553.70235	359350	359350	359350	1078050	GIA	-9.109494970875846E-7	-2.1336864739193641E-2	-1.3807604486683583E-2	-6.8469852381171564E-2		Eastbourne	http://www.townereastbourne.org.uk/
Travaux Sauvages Limited t/a Wildworks	n/a	NPO	South West	South West	Theatre	Yes	205e3	205354.815435	206188.5099606528	616543.3253956528	206189	206189	206189	618567	GIA	2.3766569111868835E-6	3.2822909939841795E-3	-1.3804362271290669E-2	-4.4714492832098808E-2		Cornwall	www.wildworks.biz
Travelling Light Theatre Company	n/a	NPO	South West	South West	Theatre	Yes	200941.2	201289.13966699998	202105.33197441717	604335.6716414172	202e3	202e3	202e3	606e3	LOT	-5.211736542928419E-4	2.7539800092593789E-3	-1.4320684077211774E-2	-4.5217557252573919E-2		Bristol, City of	www.travellinglighttheatre.org.uk
Triangle Arts Trust	Triangle Network	NPO	London	London	Visual arts	Yes	285729	285384.587796	284866.1080319712	855979.6958279712	284866	284866	284866	854598	GIA	-3.7923771259361918E-7	-1.6141689279612259E-3	-1.3807080116087424E-2	-4.9434917494395277E-2		Lambeth	www.trianglenetwork.org; www.gasworks.org.uk
Tricycle Theatre Company	The Tricycle	NPO	London	London	Theatre	Yes	725315	726570.1403730001	729518.5369545444	2181403.6773275444	729519	729519	729519	2188557	GIA	6.3472747048325098E-7	3.2792292168587365E-3	-1.3806080150423389E-2	-4.4717422291505389E-2		Brent	www.tricycle.co.uk
Tullie House Museum & Art Gallery	Tullie House Museum and Art Gallery Trust	MPM	North	North West	n/a (MPM)	Yes	952e3	1131767.803782	1067583.825714949	3151351.629496949	1045165	1045165	1045165	3135495	GIA	-2.0999592889050574E-2	-5.0316915918011953E-3	-3.4516363795908028E-2	-5.1934122613875131E-2		Carlisle	www.tulliehouse.co.uk
Turner Contemporary	n/a	NPO	South East	South East	Visual arts	Yes	55e4	558149.13	574960.52376	1683109.65376	574961	574961	574961	1724883	GIA	8.2830034464738268E-7	2.4819147193814801E-2	-1.3805889250153183E-2	-2.3945275906749511E-2		Thanet	www.turnercontemporary.org
Turner Sims Concert Hall	n/a	NPO	South West	South West	Music	Yes	45e3	44064.405	43122.039282	132186.444282	43122	43122	43122	129366	GIA	-9.1094949710108302E-7	-2.1336864739193794E-2	-1.3807604486683655E-2	-6.8469852381171731E-2		Southampton	http://www.turnersims.co.uk
Tutti Frutti Productions	n/a	NPO	North	Yorkshire	Theatre	Yes	177500	177981.02784	178703.4803898456	534184.5082298456	178703	178703	178703	536109	LOT	-2.6881952412937544E-6	3.6026723735058021E-3	-1.3809357194517967E-2	-4.4402909864101107E-2		Leeds	www.tutti-frutti.org.uk
Tyne & Wear Archives & Museums	n/a	MPM	North	North East	n/a (MPM)	Yes	1708744	1626588.550125	1600581.8139158653	4935914.364040866	1554780	1554780	1554780	4664340	GIA	-2.8615728054419115E-2	-5.5020072069997754E-2	NEW	NEW		Newcastle upon Tyne	www.twmuseums.org.uk
Tyne & Wear Archives & Museums	n/a	NPO (Bridge)	North	North East	Not artform specific	No	0	0	0	0	5e5	5e5	5e5	15e5	LOT	NEW	NEW	NEW	NEW		Newcastle upon Tyne	www.twmuseums.org.uk
Tyneside Cinema	n/a	NPO	North	North East	Combined arts	Yes	123951	131058.31176899999	117815.1609236616	372824.47269266157	124275	124275	124275	372825	GIA	5.4830286914636144E-2	1.4143581686635491E-6	4.0266555142639229E-2	-4.8198252655322731E-2	Technical uplift - Adjusted to account for a substantial reduction in 2014/15. The ‘uplift’ is an average over 3 years.	Newcastle upon Tyne	www.tynesidecinema.co.uk
Unicorn Theatre for Children	The Unicorn	NPO	London	London	Theatre	Yes	998099	999826.2454949999	1003883.9492875788	3001809.194782579	1303884	1303884	1303884	3911652	GIA	0.29883937373968444	0.30309814721029299	0.28090668021665099	0.24075823076010772		Southwark	www.unicorntheatre.com
Unity Theatre Company	Unity Theatre	NPO	North	North West	Combined arts	Yes	284e3	278095.356	272147.98124640004	834243.3372464001	272e3	272e3	272e3	816e3	GIA	-5.4375287195704638E-4	-2.1868124600930152E-2	-1.4342951550253337E-2	-6.8975526457977956E-2		Liverpool	www.unitytheatreliverpool.co.uk
University of Cambridge Museums	n/a	MPM	South East	East	n/a (MPM)	Yes	1454656	1472844.9034530001	1485958.6421666113	4413459.545619611	1454754	1454754	1454754	4364262	GIA	-2.0999670704908147E-2	-1.1147161339326108E-2	-3.4516440537384667E-2	-5.8351816370622048E-2		Cambridge	www.cam.ac.uk/museums
University of Derby Theatre Ltd	n/a	NPO	Midlands	East Midlands	Theatre	No	0	0	0	0	5e5	5e5	5e5	15e5	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Derby	www.derbytheatre.co.uk
University of Kent (Gulbenkian Theatre)	n/a	NPO	South East	South East	Combined arts	No	0	0	0	0	22e4	22e4	22e4	66e4	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Canterbury	www.thegulbenkian.co.uk
University of Leicester	Richard Attenborough Centre; Embrace Arts at the Richard Attenborough Centre	NPO	Midlands	East Midlands	Combined arts	Yes	5e4	50086.54035	50289.880478208004	150376.420828208	50290	50290	50290	150870	GIA	2.3766569110774909E-6	3.2822909939841179E-3	-1.3804362271290831E-2	-4.4714492832098711E-2		Leicester	www.embracearts.co.uk
University of Oxford	Oxford ASPIRE	MPM	South East	South East	n/a (MPM)	Yes	1444614	1495252.143	1488189.4889988	4428055.6319988	1456938	1456938	1456938	4370814	GIA	-2.0999670559308223E-2	-1.2927035420501522E-2	-3.4516440393795075E-2	-5.9991502750727108E-2		Oxford	www.museums.ox.ac.uk
University of the Arts London (Afterall)	n/a	NPO	London	London	Visual arts	Yes	68500	67075.8165	65641.3264626	201217.14296260002	65641	65641	65641	196923	GIA	-4.973430879521284E-6	-2.1340840543582134E-2	-1.3811610878579437E-2	-6.8473636708500776E-2		Camden	www.afterall.org
University of the Arts London (Artquest)	n/a	NPO	London	London	Visual arts	Yes	130500	127786.7745	125053.91391779999	383340.6884178	125054	125054	125054	375162	GIA	6.8836070230482197E-7	-2.1335299551833942E-2	-1.3806027257689977E-2	-6.84683625741484E-2		Camden	www.artquest.org.uk
University Of Wolverhampton	Arts Connect	NPO (Bridge)	Midlands	West Midlands	Combined arts	Yes	1124e3	1152999	1133829.8189950369	3410828.818995037	1089890	1089890	1089890	3269670	LOT	-3.8753451584103399E-2	-4.1385489124789322E-2	-1.3802460359992507E-2	-4.4712290024886969E-2		Wolverhampton	http://www.arena.wlv.ac.uk
University Of Wolverhampton	Arena Theatre	NPO	Midlands	West Midlands	Combined arts	Yes	109434	109623.42675900001	110068.5261335352	329125.9528925352	110069	110069	110069	330207	GIA	4.3051949676159039E-6	3.2846000078814428E-3	-1.3802460359992507E-2	-4.4712290024886969E-2		Wolverhampton	http://www.arena.wlv.ac.uk
Unlimited Theatre Company	No Size Fits All Productions t/a Unlimited Theatre	NPO	North	Yorkshire	Theatre	Yes	165e3	165447.15264	166118.5527922788	496565.7054322788	166119	166119	166119	498357	LOT	2.6920997907523706E-6	3.6073666548554922E-3	-1.3804051183638271E-2	-4.4398447127956014E-2		Leeds	www.unlimited.org.uk
UP Projects	n/a	NPO	London	London	Visual arts	Yes	1e5	100173.0807	100579.76095641601	300752.841656416	100580	100580	100580	301740	GIA	2.3766569110774909E-6	3.2822909939841179E-3	-1.3804362271290831E-2	-4.4714492832098711E-2		Tower Hamlets	www.upprojects.com
Upswing	n/a	NPO	London	London	Theatre	Yes	115e3	115199.042805	115666.7250998784	345865.7679048784	115667	115667	115667	347001	LOT	2.3766569111592669E-6	3.2822909939841092E-3	-1.3804362271290883E-2	-4.4714492832098926E-2		Hackney	www.upswing.org.uk
Urban Development	n/a	NPO	London	London	Music	Yes	15e4	150259.62105	150869.64143462403	451129.262484624	150870	150870	150870	452610	GIA	2.3766569109328101E-6	3.2822909939841825E-3	-1.3804362271290829E-2	-4.4714492832098704E-2		Newham	www.urbandevelopment.co.uk
Vane Contemporary Art	n/a	NPO	North	North East	Visual arts	Yes	6e4	60221.3535	60406.31089376521	180627.6643937652	60406	60406	60406	181218	GIA	-5.1467100143495911E-6	3.268245803964264E-3	-1.381178176530002E-2	-4.4721340414394871E-2		Newcastle upon Tyne	www.vane.org.uk
Vincent Dance Theatre Ltd	VDT	NPO	South East	South East	Dance	Yes	26e4	260704.60416	261762.27765221518	782466.8818122152	261762	261762	261762	785286	GIA	-1.0607036952527451E-6	3.6028594350928219E-3	-1.3807752173269421E-2	-4.440274610731227E-2		Brighton and Hove	www.vincentdt.com
Vital Xposure Limited	Julie McNamara	NPO	London	London	Theatre	Yes	1e5	100173.0807	100580	300753.0807	100580	100580	100580	301740	LOT	0	3.2814935684215211E-3	-1.3806706114398362E-2	-4.471523635765573E-2		Hackney	http://www.vitalxposure.com
ViVA Chamber Orchestra Ltd	Sinfonia Viva	NPO	Midlands	East Midlands	Music	Yes	191e3	191330.584137	192106.7684662308	574437.3526032309	192107	192107	192107	576321	GIA	1.2052348339756424E-6	3.2791171887288366E-3	-1.3805517519887584E-2	-4.4717534638871563E-2		Derby	www.vivaorch.co.uk
Vocaleyes	n/a	NPO	London	London	Theatre	Yes	174797	175099.215753	175810.47068779322	525706.6864407932	175810	175810	175810	527430	GIA	-2.6772455097648019E-6	3.2780894815589716E-3	-1.3809346395966229E-2	-4.4718490966394395E-2		Tower Hamlets	www.vocaleyes.co.uk
Voluntary Arts Network	Voluntary Arts	NPO	Midlands	West Midlands	Not artform specific	Yes	1e5	97920.9	95826.75396	293747.65396	95827	95827	95827	287481	GIA	2.5675501864633399E-6	-2.1333460456686278E-2	-1.3804174013622885E-2	-6.8466612050896075E-2		Cardiff	www.voluntaryarts.org
Walford Mill Education Trust Limited	n/a	NPO	South West	South West	Visual arts	Yes	52968	53059.418874	53274.883864062	159302.302738062	53275	53275	53275	159825	GIA	2.1799378914614843E-6	3.2811657644238349E-3	-1.3804556274268881E-2	-4.4715589879397055E-2		East Dorset	www.walfordmillcrafts.co.uk
Walk The Plank	n/a	NPO	North	North West	Combined arts	Yes	152e3	148839.768	145656.6660192	446496.43401920004	145657	145657	145657	436971	GIA	2.292931790419106E-6	-2.1333729215831609E-2	-1.3804444840443336E-2	-6.846686786644425E-2		Salford	www.walktheplank.co.uk
Walsall Metropolitan Borough Council	The New Art Gallery Walsall	NPO	Midlands	West Midlands	Visual arts	Yes	876408	877924.5170849999	881487.3112570896	2635819.8283420894	881487	881487	881487	2644461	GIA	-3.5310444702912363E-7	3.278362035597024E-3	-1.3807054343636077E-2	-4.4718247088448321E-2		Walsall	http://www.thenewartgallerywalsall.org.uk
Wasafiri	n/a	NPO	London	London	Literature	Yes	45e3	48960.45	59412.5874552	153373.03745519998	59413	59413	59413	178239	GIA	6.9437272077871217E-6	0.16212733970312951	-1.3799858257191388E-2	0.10865867012095157		Camden	www.wasafiri.org
Watermans	n/a	NPO	London	London	Combined arts	Yes	1e5	100173.0807	100579.76095641601	300752.841656416	100580	100580	100580	301740	GIA	2.3766569110774909E-6	3.2822909939841179E-3	-1.3804362271290831E-2	-4.4714492832098711E-2		Hounslow	www.watermans.org.uk
Watershed Arts Trust Ltd	Watershed	NPO	South West	South West	Combined arts	Yes	74e4	741280.79718	744289.2728099388	2225570.0699899388	744289	744289	744289	2232867	GIA	-3.6653751266698548E-7	3.2786790712431863E-3	-1.3807067591235482E-2	-4.4717940494196202E-2		Bristol, City of	www.watershed.co.uk
Waterside Artists Co-Operative	The Ropewalk	NPO	North	Yorkshire	Combined arts	Yes	7e4	68544.63	67078.727772	205623.35777200002	67079	67079	67079	201237	GIA	4.0583357652061193E-6	-2.1332001478468771E-2	-1.3802703810882409E-2	-6.8465223337920794E-2		North Lincolnshire	www.the-ropewalk.co.uk/
Wayne McGregor | Random Dance	n/a	NPO	London	London	Dance	Yes	429782.4	475370.717976	515211.5843984004	1420364.7023744006	515212	515212	515212	1545636	GIA	8.0666198547837551E-7	8.819657192000438E-2	-1.3805910589757981E-2	3.7400086514368346E-2		Islington	www.randomdance.org
Welsh National Opera Limited	n/a	NPO	Midlands	West Midlands	Music	Yes	6011413.8	6021818.086284	6051557.25586304	18084789.142147042	6123e3	6123e3	6123e3	18369e3	LOT	1.1805679284905233E-2	1.5715464284324875E-2	-2.1640243738607272E-3	-3.2870249021754866E-2	Technical uplift -In context of the opera and ballet analysis.	Cardiff	www.wno.org.uk
West Yorkshire Print Workshop	n/a	NPO	North	Yorkshire	Visual arts	Yes	54e3	54146.340864	54366.3505916664	162512.69145566638	54366	54366	54366	163098	GIA	-6.4486886205231381E-6	3.601617443480034E-3	-1.3813065767870322E-2	-4.4403887341242926E-2		Kirklees	www.wypw.org
Whitechapel Gallery	was Whitechapel Art Gallery	NPO	London	London	Visual arts	Yes	15e5	1504065.024	1510168.3132870656	4514233.337287066	1510168	1510168	1510168	4530504	GIA	-2.0745175411298594E-7	3.6043025464679822E-3	-1.3806910701927038E-2	-4.440136619980721E-2		Tower Hamlets	www.whitechapelgallery.org
Wired Aerial Theatre	n/a	NPO	North	North West	Dance	No	0	0	0	0	165e3	165e3	165e3	495e3	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Liverpool	www.wiredaerialtheatre.com
Wolverhampton Art Gallery	WAVE: the museums galleries and archives of Wolverhampton	NPO	Midlands	West Midlands	Visual arts	Yes	127018	127237.438251	127754.3118443928	382009.7500953928	127755	127755	127755	383265	GIA	5.3865548431910441E-6	3.2859106457197428E-3	-1.3801393930135051E-2	-4.4711051140313235E-2		Wolverhampton	www.wolverhamptonart.org.uk
Workplace Gallery	Workplace Art Gallery Limited	NPO	North	North East	Visual arts	Yes	13e4	117505.08	105409.42935600001	352914.509356	105409	105409	105409	316227	GIA	-4.0732219368891722E-6	-0.10395579774531664	-1.3810723098557029E-2	-0.14809705670280715		Gateshead	www.workplacegallery.co.uk
Writers and Scholars International Ltd	Writers and Scholars International Ltd	NPO	London	London	Literature	Yes	45e3	44064.405	43122.039282	132186.444282	43122	43122	43122	129366	GIA	-9.1094949710108302E-7	-2.1336864739193794E-2	-1.3807604486683655E-2	-6.8469852381171731E-2		Southwark	www.indexoncensorship.org
Writers' Centre Norwich	n/a	NPO	South East	East	Literature	Yes	365e3	357411.285	349767.651954	1072178.936954	466405	466405	466405	1399215	GIA	0.33347094105014508	0.30502004075466266	0.31506009965497556	0.2421695141155539	Technical uplift - Adjusted to include the work of a consortia member - who# is currently an NPO.	Norwich	www.writerscentrenorwich.org.uk
Writing On The Wall	WoW	NPO	North	North West	Literature	Yes	62360	62467.658945999996	76661.403168	201489.062114	76661	76661	76661	229983	GIA	-5.2590741017464318E-6	0.14141679745314653	-1.381189257800961E-2	8.8373771806506185E-2		Liverpool	www.writingonthewall.org.uk
Writing West Midlands	n/a	NPO	Midlands	West Midlands	Literature	Yes	18e4	180311.54526	181043.56972154882	541355.1149815489	181044	181044	181044	543132	GIA	2.3766569110614151E-6	3.2822909939840528E-3	-1.3804362271290898E-2	-4.4714492832098877E-2		Birmingham	www.writingwestmidlands.org
Wysing Arts Centre	Wysing Arts Charity	NPO	South East	East	Visual arts	Yes	365e3	357411.285	349767.651954	1072178.936954	399768	399768	399768	1199304	GIA	0.14295303687081914	0.1185670214779215	0.12717262018818445	6.4696181042112944E-2		South Cambridgeshire	www.wysingartscentre.org
Yaram Arts	Yaram Arts	NPO	London	London	Music	Yes	5e4	50086.54035	50289.880478208004	150376.420828208	79900	79900	79900	239700	LOT	0.58878882272593347	0.59399990157922711	0.56685288237271547	0.51774332914526366		Islington	www.yaram.org
York Museums Trust	York Museums and Gallery Trust	MPM	North	Yorkshire	n/a (MPM)	Yes	893135	1341516.33	1274495.827668	3509147.157668	123e4	123e4	123e4	369e4	GIA	-3.4912493789340956E-2	5.1537548642498501E-2	-4.8237173362269105E-2	3.4870127365247052E-3		York	www.yorkmuseumstrust.org.uk
